mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_fit_intercept,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.006715536117553711,0.0014141488059800907,0.003070974349975586,0.0037480082930355547,0.1,True,100,l1,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.011273717880249024,0.006031615467276897,0.003827810287475586,0.0029956401287172187,0.1,True,100,l1,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",0.8666666666666667,1.0,0.8666666666666667,0.9666666666666667,1.0,0.9400000000000001,0.06110100926607785,57
0.0031194686889648438,0.003170353259997511,0.005938339233398438,0.0032450914536206036,0.1,True,100,l2,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.7666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8200000000000001,0.03399346342395189,61
0.006202220916748047,0.0022282646780375976,0.0032815933227539062,0.0040211673988985374,0.1,True,100,l2,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",0.9666666666666667,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9666666666666668,0.029814239699997188,19
0.004268932342529297,0.002757494541009365,0.0007567405700683594,0.0009427309515612425,0.1,True,200,l1,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.008466291427612304,0.0008898023543788015,0.0031815052032470705,0.003896571102854362,0.1,True,200,l1,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",0.9333333333333333,1.0,0.8666666666666667,0.9666666666666667,1.0,0.9533333333333334,0.04988876515698587,46
0.0,0.0,0.0033024311065673827,0.004064721320657023,0.1,True,200,l2,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",0.7666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8200000000000001,0.03399346342395189,61
0.008330965042114257,0.0005516248080561639,0.0016140460968017579,0.0032280921936035157,0.1,True,200,l2,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9533333333333334,0.03399346342395189,46
0.003875541687011719,0.004191395437350058,0.0016184806823730468,0.003236961364746093,0.1,True,500,l1,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.019600677490234374,0.004346575217946308,0.0,0.0,0.1,True,500,l1,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",0.9333333333333333,1.0,0.9,0.9333333333333333,1.0,0.9533333333333334,0.039999999999999994,46
0.0036056041717529297,0.003660768605576085,0.0016155719757080078,0.003231143951416016,0.1,True,500,l2,liblinear,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.7666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8200000000000001,0.03399346342395189,61
0.01791067123413086,0.002646035164190704,0.0043314933776855465,0.003233844523139153,0.1,True,500,l2,saga,"{'C': 0.1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",0.8666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9466666666666667,0.04521553322083511,53
0.0016103267669677734,0.003220653533935547,0.0015814781188964843,0.0031629562377929687,0.1,False,100,l1,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.004813194274902344,0.003930163622925019,0.003204202651977539,0.0039243420811967715,0.1,False,100,l1,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",0.7333333333333333,0.8333333333333334,0.8,0.8333333333333334,0.8,0.8,0.03651483716701111,64
0.005039072036743164,0.0014647469870451828,0.00499415397644043,0.003457645309095676,0.1,False,100,l2,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.8,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8266666666666668,0.024944382578492942,58
0.005493593215942383,0.0020824699167361856,0.004883432388305664,0.0033931589803080702,0.1,False,100,l2,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9466666666666667,0.01632993161855452,53
0.0073641777038574215,0.0038007192536736244,0.0016283988952636719,0.0032567977905273438,0.1,False,200,l1,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.006423091888427735,0.003229618954654868,0.004826593399047852,0.00394094354029664,0.1,False,200,l1,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",0.7333333333333333,0.8333333333333334,0.8,0.8333333333333334,0.8,0.8,0.03651483716701111,64
0.0032745361328125,0.004012240112297166,0.0016562461853027344,0.003312492370605469,0.1,False,200,l2,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",0.8,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8266666666666668,0.024944382578492942,58
0.0016093254089355469,0.0032186508178710938,0.0047914981842041016,0.003912394015888121,0.1,False,200,l2,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9466666666666667,0.01632993161855452,53
0.003105354309082031,0.0029915783865804247,0.0024467945098876954,0.0029235519972554028,0.1,False,500,l1,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.7,0.8,0.8,0.8,0.7666666666666667,0.7733333333333332,0.038873012632302036,67
0.005192327499389649,0.0020025983639599073,0.0022849559783935545,0.001960501025951361,0.1,False,500,l1,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",0.7333333333333333,0.8333333333333334,0.8,0.8333333333333334,0.8,0.8,0.03651483716701111,64
0.0032284736633300783,0.003954195718577047,0.0018768310546875,0.003261439895416586,0.1,False,500,l2,liblinear,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.8,0.8666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8266666666666668,0.024944382578492942,58
0.004073524475097656,0.0036015123260175223,0.004634857177734375,0.0037958120863655475,0.1,False,500,l2,saga,"{'C': 0.1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9466666666666667,0.01632993161855452,53
0.006476163864135742,0.0018070455639816782,0.006521272659301758,0.0032751239711312136,1,True,100,l1,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.00960397720336914,0.003242970301708366,0.0,0.0,1,True,100,l1,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1
0.004950189590454101,0.0040549619498252846,0.0,0.0,1,True,100,l2,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.0015049457550048828,0.003009891510009766,0.004822397232055664,0.00393767156936851,1,True,100,l2,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1
0.008678627014160157,0.0022897736890168025,0.0024200916290283204,0.0021655480798260865,1,True,200,l1,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.010902881622314453,0.002914240318283417,0.0024611949920654297,0.0022082879865405903,1,True,200,l1,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9866666666666667,0.016329931618554516,1
0.0017255306243896484,0.0034510612487792967,0.0016135215759277345,0.003227043151855469,1,True,200,l2,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.008789682388305664,0.0015300456287696065,0.0032348155975341795,0.003962198795545901,1,True,200,l2,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.009669208526611328,0.0030688320065233895,0.001599884033203125,0.00319976806640625,1,True,500,l1,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.025422334671020508,0.00938530843252554,0.004810523986816406,0.003927802648805021,1,True,500,l1,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.0,0.0,0.00639810562133789,0.003199055612811879,1,True,500,l2,liblinear,"{'C': 1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.022611713409423827,0.007713303737233605,0.004886102676391601,0.003994452079277954,1,True,500,l2,saga,"{'C': 1, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.016991615295410156,0.0054129296711428465,0.004983663558959961,0.0029324631717325606,1,False,100,l1,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.007191705703735352,0.000932000998704033,0.0025237083435058595,0.0005300739717278535,1,False,100,l1,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9,0.9,1.0,0.96,0.04898979485566355,44
0.002387237548828125,0.0003715510547035876,0.002111959457397461,0.0003991898994120239,1,False,100,l2,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9533333333333334,0.03399346342395189,46
0.010187196731567382,0.0015947245236653381,0.0041066169738769535,0.0010486326568736096,1,False,100,l2,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9733333333333334,0.03265986323710903,16
0.008237028121948242,0.0005447158538181688,0.002277708053588867,0.00022578542056769695,1,False,200,l1,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.00928182601928711,0.000424607127740269,0.002513217926025391,0.00031231233686849477,1,False,200,l1,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",1.0,0.9666666666666667,0.9,0.9,1.0,0.9533333333333334,0.04521553322083511,46
0.002304697036743164,0.00022185417472400952,0.0020112514495849608,6.772252775070425e-05,1,False,200,l2,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9533333333333334,0.03399346342395189,46
0.006005334854125977,7.663359141893972e-05,0.0018809318542480468,0.0006097490048363837,1,False,200,l2,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9733333333333334,0.03265986323710903,16
0.008523893356323243,0.0008674086067307825,0.0015994548797607423,0.003198909759521485,1,False,500,l1,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.019221162796020506,0.0039040476703186408,0.0015938758850097656,0.003187751770019531,1,False,500,l1,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",1.0,0.9666666666666667,0.9333333333333333,0.8666666666666667,1.0,0.9533333333333335,0.04988876515698587,45
0.0031969547271728516,0.003915671091606221,0.00016489028930664063,0.0003297805786132813,1,False,500,l2,liblinear,"{'C': 1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9533333333333334,0.03399346342395189,46
0.008000326156616212,5.738599991166421e-05,0.0,0.0,1,False,500,l2,saga,"{'C': 1, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9733333333333334,0.03265986323710903,16
0.014465999603271485,0.004521592371485191,0.000498819351196289,0.000997638702392578,10,True,100,l1,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.009593343734741211,0.0031946660714435764,0.0032210350036621094,0.003945076845113789,10,True,100,l1,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.0031830310821533204,0.0038984688136286484,0.004826641082763672,0.003941154388249949,10,True,100,l2,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.9,1.0,0.9666666666666668,0.04216370213557838,19
0.007981538772583008,4.795545397069536e-05,0.0,0.0,10,True,100,l2,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.01604762077331543,0.0050861846434494965,0.0017062187194824218,0.0034124374389648436,10,True,200,l1,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.012810325622558594,0.006425037045037826,0.003185129165649414,0.0039011097441486366,10,True,200,l1,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.0032004833221435545,0.003920067896317049,0.0016161441802978516,0.0032322883605957033,10,True,200,l2,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.9,1.0,0.9666666666666668,0.04216370213557838,19
0.008041048049926757,9.263126068896526e-05,0.0016163349151611327,0.0032326698303222655,10,True,200,l2,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.011396312713623047,0.0031823721142519384,0.0045529365539550785,0.0028535432221689565,10,True,500,l1,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.019356727600097656,0.00427774883068672,0.0017592906951904297,0.0035185813903808594,10,True,500,l1,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.0015842914581298828,0.0031685829162597656,0.0032019615173339844,0.003921624955518988,10,True,500,l2,liblinear,"{'C': 10, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.9,1.0,0.9666666666666668,0.04216370213557838,19
0.016060781478881837,0.0001307562263181394,0.0016184806823730468,0.003236961364746093,10,True,500,l2,saga,"{'C': 10, 'fit_intercept': True, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9666666666666667,0.9333333333333333,1.0,0.9800000000000001,0.02666666666666666,4
0.013879966735839844,0.002843641884483572,0.00302886962890625,0.00046788624126667855,10,False,100,l1,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.8666666666666667,1.0,0.9600000000000002,0.05333333333333332,23
0.008275270462036133,0.001918118979038653,0.0027208328247070312,0.0007101880633614403,10,False,100,l1,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",1.0,1.0,0.9333333333333333,0.8666666666666667,1.0,0.9600000000000002,0.05333333333333332,23
0.0029157161712646484,0.0004971962230241035,0.002398109436035156,0.0005870526522137353,10,False,100,l2,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.005572128295898438,0.00034050798903293567,0.0020147323608398437,2.93534231077929e-05,10,False,100,l2,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",1.0,1.0,0.9333333333333333,0.8666666666666667,1.0,0.9600000000000002,0.05333333333333332,23
0.013063812255859375,0.0038399806591516606,0.0016036033630371094,0.0013224757979602073,10,False,200,l1,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.8666666666666667,1.0,0.9600000000000002,0.05333333333333332,23
0.013147354125976562,0.0033185606364339202,0.002864646911621094,0.0009615277746364821,10,False,200,l1,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l1', 'solver': 'saga'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.0022147655487060546,0.0002326390027235467,0.0016862869262695313,0.0002632820173103003,10,False,200,l2,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.006503438949584961,0.003271748686874768,0.0028352260589599608,0.0028125906223059947,10,False,200,l2,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 200, 'penalty': 'l2', 'solver': 'saga'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.011198711395263673,0.003914821343630889,0.0,0.0,10,False,500,l1,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",1.0,1.0,0.9333333333333333,0.8666666666666667,1.0,0.9600000000000002,0.05333333333333332,23
0.01869997978210449,0.0030472340828853134,0.006690788269042969,0.003365621788753567,10,False,500,l1,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l1', 'solver': 'saga'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.004393148422241211,0.003454730365292226,0.0014078617095947266,0.0011974021745597824,10,False,500,l2,liblinear,"{'C': 10, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
0.013553905487060546,0.004226489240625015,0.0038537979125976562,0.0034589167394605126,10,False,500,l2,saga,"{'C': 10, 'fit_intercept': False, 'max_iter': 500, 'penalty': 'l2', 'solver': 'saga'}",1.0,0.9666666666666667,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,23
